annomi_dialogue_id,stage,dialogue_context,reflection_source,reflection,annotator,coherent_and_context_consistent,dialogue_contradicting,malformed,off_topic,on_topic_but_unverifiable,parroting
5,GPT-2 stage,"[{""therapist"": ""Mm. So the drinking is something that we talked about can make it easier for you to offend.""}, {""client"": ""Yeah.""}, {""therapist"": ""So you've noticed that when you've been drinking that those feelings are coming back again, or?""}, {""client"": ""Yeah. I just wanna have a bit of a laugh and like go smash some windows or go and nick a car or something, but yeah. It's kind of harder to think straight.""}, {""therapist"": ""It's harder to think straight when you've been drinking?""}, {""client"": ""Yeah.""}, {""therapist"": ""Yeah. Yeah. And so you've got Donna around at the moment?""}, {""client"": ""Yeah.""}, {""therapist"": ""And that's helping keep you in check, as you said?""}, {""client"": ""Yeah.""}, {""therapist"": ""Yeah. What would happen if she wasn't around say or at a party or?""}, {""client"": ""I'd probably just go be stupid with my mates.""}, {""therapist"": ""Okay. So Donna at the moment who kind of being there is like a strength?""}, {""client"": ""Yeah. 'Cause if there's just like if a mate said they're gonna go out and pick a car or something, she just bumps them out and then-then I don't know. She say that's stupid and stuff. And I don't know. It gives me something to do.""}, {""therapist"": ""Mm. What do you think?""}, {""client"": ""Just kind of stupid. Well, it's pointless, but still a bit of a laugh.""}, {""therapist"": ""Mm. Yeah. 'Cause I was thinking about that dream that you've got about the job and a life with Donna and-""}, {""client"": ""Mm.""}]",BART,-and you've got that dream about the job and a life with Donna and-and-and all that sort of stuff.,Layperson 5,No,,,,,Yes
5,GPT-2 stage,"[{""therapist"": ""Mm. So the drinking is something that we talked about can make it easier for you to offend.""}, {""client"": ""Yeah.""}, {""therapist"": ""So you've noticed that when you've been drinking that those feelings are coming back again, or?""}, {""client"": ""Yeah. I just wanna have a bit of a laugh and like go smash some windows or go and nick a car or something, but yeah. It's kind of harder to think straight.""}, {""therapist"": ""It's harder to think straight when you've been drinking?""}, {""client"": ""Yeah.""}, {""therapist"": ""Yeah. Yeah. And so you've got Donna around at the moment?""}, {""client"": ""Yeah.""}, {""therapist"": ""And that's helping keep you in check, as you said?""}, {""client"": ""Yeah.""}, {""therapist"": ""Yeah. What would happen if she wasn't around say or at a party or?""}, {""client"": ""I'd probably just go be stupid with my mates.""}, {""therapist"": ""Okay. So Donna at the moment who kind of being there is like a strength?""}, {""client"": ""Yeah. 'Cause if there's just like if a mate said they're gonna go out and pick a car or something, she just bumps them out and then-then I don't know. She say that's stupid and stuff. And I don't know. It gives me something to do.""}, {""therapist"": ""Mm. What do you think?""}, {""client"": ""Just kind of stupid. Well, it's pointless, but still a bit of a laugh.""}, {""therapist"": ""Mm. Yeah. 'Cause I was thinking about that dream that you've got about the job and a life with Donna and-""}, {""client"": ""Mm.""}]",BART,-and you've got that dream about the job and a life with Donna and-and-and all that sort of stuff.,Layperson 9,No,,,,,Yes
5,GPT-2 stage,"[{""therapist"": ""Mm. So the drinking is something that we talked about can make it easier for you to offend.""}, {""client"": ""Yeah.""}, {""therapist"": ""So you've noticed that when you've been drinking that those feelings are coming back again, or?""}, {""client"": ""Yeah. I just wanna have a bit of a laugh and like go smash some windows or go and nick a car or something, but yeah. It's kind of harder to think straight.""}, {""therapist"": ""It's harder to think straight when you've been drinking?""}, {""client"": ""Yeah.""}, {""therapist"": ""Yeah. Yeah. And so you've got Donna around at the moment?""}, {""client"": ""Yeah.""}, {""therapist"": ""And that's helping keep you in check, as you said?""}, {""client"": ""Yeah.""}, {""therapist"": ""Yeah. What would happen if she wasn't around say or at a party or?""}, {""client"": ""I'd probably just go be stupid with my mates.""}, {""therapist"": ""Okay. So Donna at the moment who kind of being there is like a strength?""}, {""client"": ""Yeah. 'Cause if there's just like if a mate said they're gonna go out and pick a car or something, she just bumps them out and then-then I don't know. She say that's stupid and stuff. And I don't know. It gives me something to do.""}, {""therapist"": ""Mm. What do you think?""}, {""client"": ""Just kind of stupid. Well, it's pointless, but still a bit of a laugh.""}, {""therapist"": ""Mm. Yeah. 'Cause I was thinking about that dream that you've got about the job and a life with Donna and-""}, {""client"": ""Mm.""}]",BART,"-and you've got that dream about the job and a life with Donna and-and-and, um, you know, you've been drinking a lot.",Expert 2,No,,,,,Yes
5,GPT-2 stage,"[{""therapist"": ""Mm. So the drinking is something that we talked about can make it easier for you to offend.""}, {""client"": ""Yeah.""}, {""therapist"": ""So you've noticed that when you've been drinking that those feelings are coming back again, or?""}, {""client"": ""Yeah. I just wanna have a bit of a laugh and like go smash some windows or go and nick a car or something, but yeah. It's kind of harder to think straight.""}, {""therapist"": ""It's harder to think straight when you've been drinking?""}, {""client"": ""Yeah.""}, {""therapist"": ""Yeah. Yeah. And so you've got Donna around at the moment?""}, {""client"": ""Yeah.""}, {""therapist"": ""And that's helping keep you in check, as you said?""}, {""client"": ""Yeah.""}, {""therapist"": ""Yeah. What would happen if she wasn't around say or at a party or?""}, {""client"": ""I'd probably just go be stupid with my mates.""}, {""therapist"": ""Okay. So Donna at the moment who kind of being there is like a strength?""}, {""client"": ""Yeah. 'Cause if there's just like if a mate said they're gonna go out and pick a car or something, she just bumps them out and then-then I don't know. She say that's stupid and stuff. And I don't know. It gives me something to do.""}, {""therapist"": ""Mm. What do you think?""}, {""client"": ""Just kind of stupid. Well, it's pointless, but still a bit of a laugh.""}, {""therapist"": ""Mm. Yeah. 'Cause I was thinking about that dream that you've got about the job and a life with Donna and-""}, {""client"": ""Mm.""}]",BART,"-and you've got that dream about the job and a life with Donna and-and-and, um, you know, you've been drinking a lot.",Expert 7,Yes,,,,,
5,GPT-2 stage,"[{""therapist"": ""Mm. So the drinking is something that we talked about can make it easier for you to offend.""}, {""client"": ""Yeah.""}, {""therapist"": ""So you've noticed that when you've been drinking that those feelings are coming back again, or?""}, {""client"": ""Yeah. I just wanna have a bit of a laugh and like go smash some windows or go and nick a car or something, but yeah. It's kind of harder to think straight.""}, {""therapist"": ""It's harder to think straight when you've been drinking?""}, {""client"": ""Yeah.""}, {""therapist"": ""Yeah. Yeah. And so you've got Donna around at the moment?""}, {""client"": ""Yeah.""}, {""therapist"": ""And that's helping keep you in check, as you said?""}, {""client"": ""Yeah.""}, {""therapist"": ""Yeah. What would happen if she wasn't around say or at a party or?""}, {""client"": ""I'd probably just go be stupid with my mates.""}, {""therapist"": ""Okay. So Donna at the moment who kind of being there is like a strength?""}, {""client"": ""Yeah. 'Cause if there's just like if a mate said they're gonna go out and pick a car or something, she just bumps them out and then-then I don't know. She say that's stupid and stuff. And I don't know. It gives me something to do.""}, {""therapist"": ""Mm. What do you think?""}, {""client"": ""Just kind of stupid. Well, it's pointless, but still a bit of a laugh.""}, {""therapist"": ""Mm. Yeah. 'Cause I was thinking about that dream that you've got about the job and a life with Donna and-""}, {""client"": ""Mm.""}]",BART,"-and you've got that dream about the job and a life with Donna and-and-and, um, you know, you've been drinking a lot.",Expert 8,Yes,,,,,
5,GPT-2 stage,"[{""therapist"": ""Mm. So the drinking is something that we talked about can make it easier for you to offend.""}, {""client"": ""Yeah.""}, {""therapist"": ""So you've noticed that when you've been drinking that those feelings are coming back again, or?""}, {""client"": ""Yeah. I just wanna have a bit of a laugh and like go smash some windows or go and nick a car or something, but yeah. It's kind of harder to think straight.""}, {""therapist"": ""It's harder to think straight when you've been drinking?""}, {""client"": ""Yeah.""}, {""therapist"": ""Yeah. Yeah. And so you've got Donna around at the moment?""}, {""client"": ""Yeah.""}, {""therapist"": ""And that's helping keep you in check, as you said?""}, {""client"": ""Yeah.""}, {""therapist"": ""Yeah. What would happen if she wasn't around say or at a party or?""}, {""client"": ""I'd probably just go be stupid with my mates.""}, {""therapist"": ""Okay. So Donna at the moment who kind of being there is like a strength?""}, {""client"": ""Yeah. 'Cause if there's just like if a mate said they're gonna go out and pick a car or something, she just bumps them out and then-then I don't know. She say that's stupid and stuff. And I don't know. It gives me something to do.""}, {""therapist"": ""Mm. What do you think?""}, {""client"": ""Just kind of stupid. Well, it's pointless, but still a bit of a laugh.""}, {""therapist"": ""Mm. Yeah. 'Cause I was thinking about that dream that you've got about the job and a life with Donna and-""}, {""client"": ""Mm.""}]",BART,"-and you've got that dream about the job and a life with Donna and-and-and, um, you know, you've been drinking a lot.",Layperson 1,No,,,,,Yes
5,GPT-2 stage,"[{""therapist"": ""Mm. So the drinking is something that we talked about can make it easier for you to offend.""}, {""client"": ""Yeah.""}, {""therapist"": ""So you've noticed that when you've been drinking that those feelings are coming back again, or?""}, {""client"": ""Yeah. I just wanna have a bit of a laugh and like go smash some windows or go and nick a car or something, but yeah. It's kind of harder to think straight.""}, {""therapist"": ""It's harder to think straight when you've been drinking?""}, {""client"": ""Yeah.""}, {""therapist"": ""Yeah. Yeah. And so you've got Donna around at the moment?""}, {""client"": ""Yeah.""}, {""therapist"": ""And that's helping keep you in check, as you said?""}, {""client"": ""Yeah.""}, {""therapist"": ""Yeah. What would happen if she wasn't around say or at a party or?""}, {""client"": ""I'd probably just go be stupid with my mates.""}, {""therapist"": ""Okay. So Donna at the moment who kind of being there is like a strength?""}, {""client"": ""Yeah. 'Cause if there's just like if a mate said they're gonna go out and pick a car or something, she just bumps them out and then-then I don't know. She say that's stupid and stuff. And I don't know. It gives me something to do.""}, {""therapist"": ""Mm. What do you think?""}, {""client"": ""Just kind of stupid. Well, it's pointless, but still a bit of a laugh.""}, {""therapist"": ""Mm. Yeah. 'Cause I was thinking about that dream that you've got about the job and a life with Donna and-""}, {""client"": ""Mm.""}]",BART,"-and you've got that dream about the job and a life with Donna and-and-and, um, you know, you've been drinking a lot.",Layperson 5,No,,,,,Yes
5,GPT-2 stage,"[{""therapist"": ""Mm. So the drinking is something that we talked about can make it easier for you to offend.""}, {""client"": ""Yeah.""}, {""therapist"": ""So you've noticed that when you've been drinking that those feelings are coming back again, or?""}, {""client"": ""Yeah. I just wanna have a bit of a laugh and like go smash some windows or go and nick a car or something, but yeah. It's kind of harder to think straight.""}, {""therapist"": ""It's harder to think straight when you've been drinking?""}, {""client"": ""Yeah.""}, {""therapist"": ""Yeah. Yeah. And so you've got Donna around at the moment?""}, {""client"": ""Yeah.""}, {""therapist"": ""And that's helping keep you in check, as you said?""}, {""client"": ""Yeah.""}, {""therapist"": ""Yeah. What would happen if she wasn't around say or at a party or?""}, {""client"": ""I'd probably just go be stupid with my mates.""}, {""therapist"": ""Okay. So Donna at the moment who kind of being there is like a strength?""}, {""client"": ""Yeah. 'Cause if there's just like if a mate said they're gonna go out and pick a car or something, she just bumps them out and then-then I don't know. She say that's stupid and stuff. And I don't know. It gives me something to do.""}, {""therapist"": ""Mm. What do you think?""}, {""client"": ""Just kind of stupid. Well, it's pointless, but still a bit of a laugh.""}, {""therapist"": ""Mm. Yeah. 'Cause I was thinking about that dream that you've got about the job and a life with Donna and-""}, {""client"": ""Mm.""}]",BART,"-and you've got that dream about the job and a life with Donna and-and-and, um, you know, you've been drinking a lot.",Layperson 9,No,,,,,Yes
5,GPT-2 stage,"[{""therapist"": ""Mm. So the drinking is something that we talked about can make it easier for you to offend.""}, {""client"": ""Yeah.""}, {""therapist"": ""So you've noticed that when you've been drinking that those feelings are coming back again, or?""}, {""client"": ""Yeah. I just wanna have a bit of a laugh and like go smash some windows or go and nick a car or something, but yeah. It's kind of harder to think straight.""}, {""therapist"": ""It's harder to think straight when you've been drinking?""}, {""client"": ""Yeah.""}, {""therapist"": ""Yeah. Yeah. And so you've got Donna around at the moment?""}, {""client"": ""Yeah.""}, {""therapist"": ""And that's helping keep you in check, as you said?""}, {""client"": ""Yeah.""}, {""therapist"": ""Yeah. What would happen if she wasn't around say or at a party or?""}, {""client"": ""I'd probably just go be stupid with my mates.""}, {""therapist"": ""Okay. So Donna at the moment who kind of being there is like a strength?""}, {""client"": ""Yeah. 'Cause if there's just like if a mate said they're gonna go out and pick a car or something, she just bumps them out and then-then I don't know. She say that's stupid and stuff. And I don't know. It gives me something to do.""}, {""therapist"": ""Mm. What do you think?""}, {""client"": ""Just kind of stupid. Well, it's pointless, but still a bit of a laugh.""}, {""therapist"": ""Mm. Yeah. 'Cause I was thinking about that dream that you've got about the job and a life with Donna and-""}, {""client"": ""Mm.""}]",BART,-to a life with Donna.,Expert 2,No,,Yes,,,Yes
5,GPT-2 stage,"[{""therapist"": ""Mm. So the drinking is something that we talked about can make it easier for you to offend.""}, {""client"": ""Yeah.""}, {""therapist"": ""So you've noticed that when you've been drinking that those feelings are coming back again, or?""}, {""client"": ""Yeah. I just wanna have a bit of a laugh and like go smash some windows or go and nick a car or something, but yeah. It's kind of harder to think straight.""}, {""therapist"": ""It's harder to think straight when you've been drinking?""}, {""client"": ""Yeah.""}, {""therapist"": ""Yeah. Yeah. And so you've got Donna around at the moment?""}, {""client"": ""Yeah.""}, {""therapist"": ""And that's helping keep you in check, as you said?""}, {""client"": ""Yeah.""}, {""therapist"": ""Yeah. What would happen if she wasn't around say or at a party or?""}, {""client"": ""I'd probably just go be stupid with my mates.""}, {""therapist"": ""Okay. So Donna at the moment who kind of being there is like a strength?""}, {""client"": ""Yeah. 'Cause if there's just like if a mate said they're gonna go out and pick a car or something, she just bumps them out and then-then I don't know. She say that's stupid and stuff. And I don't know. It gives me something to do.""}, {""therapist"": ""Mm. What do you think?""}, {""client"": ""Just kind of stupid. Well, it's pointless, but still a bit of a laugh.""}, {""therapist"": ""Mm. Yeah. 'Cause I was thinking about that dream that you've got about the job and a life with Donna and-""}, {""client"": ""Mm.""}]",BART,-to a life with Donna.,Expert 7,Yes,,,,,
